title	year	party	municipality	district	votes	share
Lenka - ĽS - HZDS - 2010	7	ĽS - HZDS	Lenka	Okres Rimavská Sobota	0	0.00
Lenka - KSS - 2010	7	KSS	Lenka	Okres Rimavská Sobota	0	0.00
Lenka - SNS - 2010	7	SNS	Lenka	Okres Rimavská Sobota	3	2.23
Lenka - ND - 2010	7	ND	Lenka	Okres Rimavská Sobota	0	0.00
Lenka - ZRS - 2010	7	ZRS	Lenka	Okres Rimavská Sobota	0	0.00
Lenka - KDH - 2010	7	KDH	Lenka	Okres Rimavská Sobota	0	0.00
Lenka - ĽSNS - 2010	7	ĽSNS	Lenka	Okres Rimavská Sobota	2	1.49
Lenka - SDKÚ - DS - 2010	7	SDKÚ - DS	Lenka	Okres Rimavská Sobota	22	16.41
Lenka - AZEN - 2010	7	AZEN	Lenka	Okres Rimavská Sobota	0	0.00
Lenka - SMER - 2010	7	SMER	Lenka	Okres Rimavská Sobota	24	17.91
Lenka - MOST - HÍD - 2010	7	MOST - HÍD	Lenka	Okres Rimavská Sobota	36	26.86
Lipovec - SRK - 2010	7	SRK	Lipovec	Okres Rimavská Sobota	4	11.42
Lipovec - Paliho Kapurková - 2010	7	Paliho Kapurková	Lipovec	Okres Rimavská Sobota	0	0.00
Lipovec - SaS - 2010	7	SaS	Lipovec	Okres Rimavská Sobota	4	11.42
Lipovec - SDĽ - 2010	7	SDĽ	Lipovec	Okres Rimavská Sobota	0	0.00
Lipovec - SMK - MKP - 2010	7	SMK - MKP	Lipovec	Okres Rimavská Sobota	0	0.00
Lipovec - ĽS - HZDS - 2010	7	ĽS - HZDS	Lipovec	Okres Rimavská Sobota	1	2.85
Lipovec - KSS - 2010	7	KSS	Lipovec	Okres Rimavská Sobota	1	2.85
Lipovec - SNS - 2010	7	SNS	Lipovec	Okres Rimavská Sobota	1	2.85
Lipovec - ND - 2010	7	ND	Lipovec	Okres Rimavská Sobota	0	0.00
Lipovec - ZRS - 2010	7	ZRS	Lipovec	Okres Rimavská Sobota	0	0.00
Lipovec - KDH - 2010	7	KDH	Lipovec	Okres Rimavská Sobota	5	14.28
Lipovec - ĽSNS - 2010	7	ĽSNS	Lipovec	Okres Rimavská Sobota	0	0.00
Lipovec - SDKÚ - DS - 2010	7	SDKÚ - DS	Lipovec	Okres Rimavská Sobota	2	5.71
Lipovec - AZEN - 2010	7	AZEN	Lipovec	Okres Rimavská Sobota	1	2.85
Lipovec - SMER - 2010	7	SMER	Lipovec	Okres Rimavská Sobota	5	14.28
Lipovec - MOST - HÍD - 2010	7	MOST - HÍD	Lipovec	Okres Rimavská Sobota	9	25.71
Lukovištia - SRK - 2010	7	SRK	Lukovištia	Okres Rimavská Sobota	2	2.46
Lukovištia - Paliho Kapurková - 2010	7	Paliho Kapurková	Lukovištia	Okres Rimavská Sobota	0	0.00
Lukovištia - SaS - 2010	7	SaS	Lukovištia	Okres Rimavská Sobota	7	8.64
Lukovištia - SDĽ - 2010	7	SDĽ	Lukovištia	Okres Rimavská Sobota	1	1.23
Lukovištia - SMK - MKP - 2010	7	SMK - MKP	Lukovištia	Okres Rimavská Sobota	0	0.00
Lukovištia - ĽS - HZDS - 2010	7	ĽS - HZDS	Lukovištia	Okres Rimavská Sobota	7	8.64
Lukovištia - KSS - 2010	7	KSS	Lukovištia	Okres Rimavská Sobota	0	0.00
Lukovištia - SNS - 2010	7	SNS	Lukovištia	Okres Rimavská Sobota	6	7.40
Lukovištia - ND - 2010	7	ND	Lukovištia	Okres Rimavská Sobota	0	0.00
Lukovištia - ZRS - 2010	7	ZRS	Lukovištia	Okres Rimavská Sobota	4	4.93
Lukovištia - KDH - 2010	7	KDH	Lukovištia	Okres Rimavská Sobota	4	4.93
Lukovištia - ĽSNS - 2010	7	ĽSNS	Lukovištia	Okres Rimavská Sobota	2	2.46
Lukovištia - SDKÚ - DS - 2010	7	SDKÚ - DS	Lukovištia	Okres Rimavská Sobota	6	7.40
Lukovištia - AZEN - 2010	7	AZEN	Lukovištia	Okres Rimavská Sobota	0	0.00
Lukovištia - SMER - 2010	7	SMER	Lukovištia	Okres Rimavská Sobota	40	49.38
Lukovištia - MOST - HÍD - 2010	7	MOST - HÍD	Lukovištia	Okres Rimavská Sobota	2	2.46
Martinová - SRK - 2010	7	SRK	Martinová	Okres Rimavská Sobota	1	2.17
Martinová - Paliho Kapurková - 2010	7	Paliho Kapurková	Martinová	Okres Rimavská Sobota	0	0.00
Martinová - SaS - 2010	7	SaS	Martinová	Okres Rimavská Sobota	2	4.34
Martinová - SDĽ - 2010	7	SDĽ	Martinová	Okres Rimavská Sobota	0	0.00
Martinová - SMK - MKP - 2010	7	SMK - MKP	Martinová	Okres Rimavská Sobota	11	23.91
Martinová - ĽS - HZDS - 2010	7	ĽS - HZDS	Martinová	Okres Rimavská Sobota	0	0.00
Martinová - KSS - 2010	7	KSS	Martinová	Okres Rimavská Sobota	0	0.00
Martinová - SNS - 2010	7	SNS	Martinová	Okres Rimavská Sobota	0	0.00
Martinová - ND - 2010	7	ND	Martinová	Okres Rimavská Sobota	0	0.00
Martinová - ZRS - 2010	7	ZRS	Martinová	Okres Rimavská Sobota	0	0.00
Martinová - KDH - 2010	7	KDH	Martinová	Okres Rimavská Sobota	1	2.17
Martinová - ĽSNS - 2010	7	ĽSNS	Martinová	Okres Rimavská Sobota	0	0.00
Martinová - SDKÚ - DS - 2010	7	SDKÚ - DS	Martinová	Okres Rimavská Sobota	1	2.17
Martinová - AZEN - 2010	7	AZEN	Martinová	Okres Rimavská Sobota	0	0.00
Martinová - SMER - 2010	7	SMER	Martinová	Okres Rimavská Sobota	9	19.56
Martinová - MOST - HÍD - 2010	7	MOST - HÍD	Martinová	Okres Rimavská Sobota	17	36.95
Neporadza - SRK - 2010	7	SRK	Neporadza	Okres Rimavská Sobota	2	2.53
Neporadza - Paliho Kapurková - 2010	7	Paliho Kapurková	Neporadza	Okres Rimavská Sobota	0	0.00
Neporadza - SaS - 2010	7	SaS	Neporadza	Okres Rimavská Sobota	1	1.26
Neporadza - SDĽ - 2010	7	SDĽ	Neporadza	Okres Rimavská Sobota	0	0.00
Neporadza - SMK - MKP - 2010	7	SMK - MKP	Neporadza	Okres Rimavská Sobota	58	73.41
Neporadza - ĽS - HZDS - 2010	7	ĽS - HZDS	Neporadza	Okres Rimavská Sobota	0	0.00
Neporadza - KSS - 2010	7	KSS	Neporadza	Okres Rimavská Sobota	0	0.00
Neporadza - SNS - 2010	7	SNS	Neporadza	Okres Rimavská Sobota	0	0.00
Neporadza - ND - 2010	7	ND	Neporadza	Okres Rimavská Sobota	0	0.00
Neporadza - ZRS - 2010	7	ZRS	Neporadza	Okres Rimavská Sobota	0	0.00
Neporadza - KDH - 2010	7	KDH	Neporadza	Okres Rimavská Sobota	0	0.00
Neporadza - ĽSNS - 2010	7	ĽSNS	Neporadza	Okres Rimavská Sobota	0	0.00
Neporadza - SDKÚ - DS - 2010	7	SDKÚ - DS	Neporadza	Okres Rimavská Sobota	4	5.06
Neporadza - AZEN - 2010	7	AZEN	Neporadza	Okres Rimavská Sobota	0	0.00
Neporadza - SMER - 2010	7	SMER	Neporadza	Okres Rimavská Sobota	1	1.26
Neporadza - MOST - HÍD - 2010	7	MOST - HÍD	Neporadza	Okres Rimavská Sobota	11	13.92
Nižný Skálnik - SRK - 2010	7	SRK	Nižný Skálnik	Okres Rimavská Sobota	0	0.00
Nižný Skálnik - Paliho Kapurková - 2010	7	Paliho Kapurková	Nižný Skálnik	Okres Rimavská Sobota	1	1.12
Nižný Skálnik - SaS - 2010	7	SaS	Nižný Skálnik	Okres Rimavská Sobota	5	5.61
Nižný Skálnik - SDĽ - 2010	7	SDĽ	Nižný Skálnik	Okres Rimavská Sobota	2	2.24
Nižný Skálnik - SMK - MKP - 2010	7	SMK - MKP	Nižný Skálnik	Okres Rimavská Sobota	0	0.00
Nižný Skálnik - ĽS - HZDS - 2010	7	ĽS - HZDS	Nižný Skálnik	Okres Rimavská Sobota	5	5.61
Nižný Skálnik - KSS - 2010	7	KSS	Nižný Skálnik	Okres Rimavská Sobota	1	1.12
Nižný Skálnik - SNS - 2010	7	SNS	Nižný Skálnik	Okres Rimavská Sobota	9	10.11
Nižný Skálnik - ND - 2010	7	ND	Nižný Skálnik	Okres Rimavská Sobota	0	0.00
Nižný Skálnik - ZRS - 2010	7	ZRS	Nižný Skálnik	Okres Rimavská Sobota	0	0.00
Nižný Skálnik - KDH - 2010	7	KDH	Nižný Skálnik	Okres Rimavská Sobota	3	3.37
Nižný Skálnik - ĽSNS - 2010	7	ĽSNS	Nižný Skálnik	Okres Rimavská Sobota	4	4.49
Nižný Skálnik - SDKÚ - DS - 2010	7	SDKÚ - DS	Nižný Skálnik	Okres Rimavská Sobota	12	13.48
Nižný Skálnik - AZEN - 2010	7	AZEN	Nižný Skálnik	Okres Rimavská Sobota	0	0.00
Nižný Skálnik - SMER - 2010	7	SMER	Nižný Skálnik	Okres Rimavská Sobota	42	47.19
Nižný Skálnik - MOST - HÍD - 2010	7	MOST - HÍD	Nižný Skálnik	Okres Rimavská Sobota	3	3.37
Nová Bašta - SRK - 2010	7	SRK	Nová Bašta	Okres Rimavská Sobota	7	2.77
Nová Bašta - Paliho Kapurková - 2010	7	Paliho Kapurková	Nová Bašta	Okres Rimavská Sobota	1	0.39
Nová Bašta - SaS - 2010	7	SaS	Nová Bašta	Okres Rimavská Sobota	1	0.39
Nová Bašta - SDĽ - 2010	7	SDĽ	Nová Bašta	Okres Rimavská Sobota	0	0.00
Nová Bašta - SMK - MKP - 2010	7	SMK - MKP	Nová Bašta	Okres Rimavská Sobota	94	37.30
Nová Bašta - ĽS - HZDS - 2010	7	ĽS - HZDS	Nová Bašta	Okres Rimavská Sobota	9	3.57
Nová Bašta - KSS - 2010	7	KSS	Nová Bašta	Okres Rimavská Sobota	7	2.77
Nová Bašta - SNS - 2010	7	SNS	Nová Bašta	Okres Rimavská Sobota	0	0.00
Nová Bašta - ND - 2010	7	ND	Nová Bašta	Okres Rimavská Sobota	1	0.39
Nová Bašta - ZRS - 2010	7	ZRS	Nová Bašta	Okres Rimavská Sobota	0	0.00
Nová Bašta - KDH - 2010	7	KDH	Nová Bašta	Okres Rimavská Sobota	4	1.58
Nová Bašta - ĽSNS - 2010	7	ĽSNS	Nová Bašta	Okres Rimavská Sobota	1	0.39
Nová Bašta - SDKÚ - DS - 2010	7	SDKÚ - DS	Nová Bašta	Okres Rimavská Sobota	3	1.19
Nová Bašta - AZEN - 2010	7	AZEN	Nová Bašta	Okres Rimavská Sobota	1	0.39
Nová Bašta - SMER - 2010	7	SMER	Nová Bašta	Okres Rimavská Sobota	5	1.98
Nová Bašta - MOST - HÍD - 2010	7	MOST - HÍD	Nová Bašta	Okres Rimavská Sobota	115	45.63
Orávka - SRK - 2010	7	SRK	Orávka	Okres Rimavská Sobota	0	0.00
Orávka - Paliho Kapurková - 2010	7	Paliho Kapurková	Orávka	Okres Rimavská Sobota	0	0.00
Orávka - SaS - 2010	7	SaS	Orávka	Okres Rimavská Sobota	9	8.65
Orávka - SDĽ - 2010	7	SDĽ	Orávka	Okres Rimavská Sobota	0	0.00
Orávka - SMK - MKP - 2010	7	SMK - MKP	Orávka	Okres Rimavská Sobota	1	0.96
Orávka - ĽS - HZDS - 2010	7	ĽS - HZDS	Orávka	Okres Rimavská Sobota	16	15.38
Orávka - KSS - 2010	7	KSS	Orávka	Okres Rimavská Sobota	0	0.00
Orávka - SNS - 2010	7	SNS	Orávka	Okres Rimavská Sobota	6	5.76
Orávka - ND - 2010	7	ND	Orávka	Okres Rimavská Sobota	0	0.00
Orávka - ZRS - 2010	7	ZRS	Orávka	Okres Rimavská Sobota	0	0.00
Orávka - KDH - 2010	7	KDH	Orávka	Okres Rimavská Sobota	1	0.96
Orávka - ĽSNS - 2010	7	ĽSNS	Orávka	Okres Rimavská Sobota	2	1.92
Orávka - SDKÚ - DS - 2010	7	SDKÚ - DS	Orávka	Okres Rimavská Sobota	10	9.61
Orávka - AZEN - 2010	7	AZEN	Orávka	Okres Rimavská Sobota	0	0.00
Orávka - SMER - 2010	7	SMER	Orávka	Okres Rimavská Sobota	53	50.96
Orávka - MOST - HÍD - 2010	7	MOST - HÍD	Orávka	Okres Rimavská Sobota	4	3.84
Ožďany - SRK - 2010	7	SRK	Ožďany	Okres Rimavská Sobota	4	0.64
Ožďany - Paliho Kapurková - 2010	7	Paliho Kapurková	Ožďany	Okres Rimavská Sobota	1	0.16
Ožďany - SaS - 2010	7	SaS	Ožďany	Okres Rimavská Sobota	73	11.85
Ožďany - SDĽ - 2010	7	SDĽ	Ožďany	Okres Rimavská Sobota	21	3.40
Ožďany - SMK - MKP - 2010	7	SMK - MKP	Ožďany	Okres Rimavská Sobota	37	6.00
Ožďany - ĽS - HZDS - 2010	7	ĽS - HZDS	Ožďany	Okres Rimavská Sobota	16	2.59
Ožďany - KSS - 2010	7	KSS	Ožďany	Okres Rimavská Sobota	5	0.81
Ožďany - SNS - 2010	7	SNS	Ožďany	Okres Rimavská Sobota	28	4.54
Ožďany - ND - 2010	7	ND	Ožďany	Okres Rimavská Sobota	2	0.32
Ožďany - ZRS - 2010	7	ZRS	Ožďany	Okres Rimavská Sobota	1	0.16
Ožďany - KDH - 2010	7	KDH	Ožďany	Okres Rimavská Sobota	15	2.43
Ožďany - ĽSNS - 2010	7	ĽSNS	Ožďany	Okres Rimavská Sobota	10	1.62
Ožďany - SDKÚ - DS - 2010	7	SDKÚ - DS	Ožďany	Okres Rimavská Sobota	84	13.63
Ožďany - AZEN - 2010	7	AZEN	Ožďany	Okres Rimavská Sobota	5	0.81
Ožďany - SMER - 2010	7	SMER	Ožďany	Okres Rimavská Sobota	170	27.59
Ožďany - MOST - HÍD - 2010	7	MOST - HÍD	Ožďany	Okres Rimavská Sobota	132	21.42
Padarovce - SRK - 2010	7	SRK	Padarovce	Okres Rimavská Sobota	0	0.00
Padarovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Padarovce	Okres Rimavská Sobota	0	0.00
Padarovce - SaS - 2010	7	SaS	Padarovce	Okres Rimavská Sobota	4	4.65
Padarovce - SDĽ - 2010	7	SDĽ	Padarovce	Okres Rimavská Sobota	2	2.32
Padarovce - SMK - MKP - 2010	7	SMK - MKP	Padarovce	Okres Rimavská Sobota	12	13.95
Padarovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Padarovce	Okres Rimavská Sobota	6	6.97
Padarovce - KSS - 2010	7	KSS	Padarovce	Okres Rimavská Sobota	1	1.16
Padarovce - SNS - 2010	7	SNS	Padarovce	Okres Rimavská Sobota	0	0.00
Padarovce - ND - 2010	7	ND	Padarovce	Okres Rimavská Sobota	0	0.00
Padarovce - ZRS - 2010	7	ZRS	Padarovce	Okres Rimavská Sobota	0	0.00
Padarovce - KDH - 2010	7	KDH	Padarovce	Okres Rimavská Sobota	1	1.16
Padarovce - ĽSNS - 2010	7	ĽSNS	Padarovce	Okres Rimavská Sobota	0	0.00
Padarovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Padarovce	Okres Rimavská Sobota	3	3.48
Padarovce - AZEN - 2010	7	AZEN	Padarovce	Okres Rimavská Sobota	0	0.00
Padarovce - SMER - 2010	7	SMER	Padarovce	Okres Rimavská Sobota	15	17.44
Padarovce - MOST - HÍD - 2010	7	MOST - HÍD	Padarovce	Okres Rimavská Sobota	41	47.67
Pavlovce - SRK - 2010	7	SRK	Pavlovce	Okres Rimavská Sobota	5	4.58
Pavlovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Pavlovce	Okres Rimavská Sobota	0	0.00
Pavlovce - SaS - 2010	7	SaS	Pavlovce	Okres Rimavská Sobota	8	7.33
Pavlovce - SDĽ - 2010	7	SDĽ	Pavlovce	Okres Rimavská Sobota	0	0.00
Pavlovce - SMK - MKP - 2010	7	SMK - MKP	Pavlovce	Okres Rimavská Sobota	42	38.53
Pavlovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Pavlovce	Okres Rimavská Sobota	7	6.42
Pavlovce - KSS - 2010	7	KSS	Pavlovce	Okres Rimavská Sobota	0	0.00
Pavlovce - SNS - 2010	7	SNS	Pavlovce	Okres Rimavská Sobota	1	0.91
Pavlovce - ND - 2010	7	ND	Pavlovce	Okres Rimavská Sobota	0	0.00
Pavlovce - ZRS - 2010	7	ZRS	Pavlovce	Okres Rimavská Sobota	0	0.00
Pavlovce - KDH - 2010	7	KDH	Pavlovce	Okres Rimavská Sobota	0	0.00
Pavlovce - ĽSNS - 2010	7	ĽSNS	Pavlovce	Okres Rimavská Sobota	0	0.00
Pavlovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Pavlovce	Okres Rimavská Sobota	5	4.58
Pavlovce - AZEN - 2010	7	AZEN	Pavlovce	Okres Rimavská Sobota	0	0.00
Pavlovce - SMER - 2010	7	SMER	Pavlovce	Okres Rimavská Sobota	7	6.42
Pavlovce - MOST - HÍD - 2010	7	MOST - HÍD	Pavlovce	Okres Rimavská Sobota	24	22.01
Petrovce - SRK - 2010	7	SRK	Petrovce	Okres Rimavská Sobota	1	0.69
Petrovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Petrovce	Okres Rimavská Sobota	0	0.00
Petrovce - SaS - 2010	7	SaS	Petrovce	Okres Rimavská Sobota	0	0.00
Petrovce - SDĽ - 2010	7	SDĽ	Petrovce	Okres Rimavská Sobota	0	0.00
Petrovce - SMK - MKP - 2010	7	SMK - MKP	Petrovce	Okres Rimavská Sobota	100	69.44
Petrovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Petrovce	Okres Rimavská Sobota	0	0.00
Petrovce - KSS - 2010	7	KSS	Petrovce	Okres Rimavská Sobota	0	0.00
Petrovce - SNS - 2010	7	SNS	Petrovce	Okres Rimavská Sobota	2	1.38
Petrovce - ND - 2010	7	ND	Petrovce	Okres Rimavská Sobota	0	0.00
Petrovce - ZRS - 2010	7	ZRS	Petrovce	Okres Rimavská Sobota	3	2.08
Petrovce - KDH - 2010	7	KDH	Petrovce	Okres Rimavská Sobota	0	0.00
Petrovce - ĽSNS - 2010	7	ĽSNS	Petrovce	Okres Rimavská Sobota	0	0.00
Petrovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Petrovce	Okres Rimavská Sobota	8	5.55
Petrovce - AZEN - 2010	7	AZEN	Petrovce	Okres Rimavská Sobota	0	0.00
Petrovce - SMER - 2010	7	SMER	Petrovce	Okres Rimavská Sobota	1	0.69
Petrovce - MOST - HÍD - 2010	7	MOST - HÍD	Petrovce	Okres Rimavská Sobota	26	18.05
Poproč - SRK - 2010	7	SRK	Poproč	Okres Rimavská Sobota	0	0.00
Poproč - Paliho Kapurková - 2010	7	Paliho Kapurková	Poproč	Okres Rimavská Sobota	0	0.00
Poproč - SaS - 2010	7	SaS	Poproč	Okres Rimavská Sobota	2	11.76
Poproč - SDĽ - 2010	7	SDĽ	Poproč	Okres Rimavská Sobota	1	5.88
Poproč - SMK - MKP - 2010	7	SMK - MKP	Poproč	Okres Rimavská Sobota	0	0.00
Poproč - ĽS - HZDS - 2010	7	ĽS - HZDS	Poproč	Okres Rimavská Sobota	4	23.52
Poproč - KSS - 2010	7	KSS	Poproč	Okres Rimavská Sobota	1	5.88
Poproč - SNS - 2010	7	SNS	Poproč	Okres Rimavská Sobota	2	11.76
Poproč - ND - 2010	7	ND	Poproč	Okres Rimavská Sobota	0	0.00
Poproč - ZRS - 2010	7	ZRS	Poproč	Okres Rimavská Sobota	0	0.00
Poproč - KDH - 2010	7	KDH	Poproč	Okres Rimavská Sobota	0	0.00
Poproč - ĽSNS - 2010	7	ĽSNS	Poproč	Okres Rimavská Sobota	0	0.00
Poproč - SDKÚ - DS - 2010	7	SDKÚ - DS	Poproč	Okres Rimavská Sobota	0	0.00
Poproč - AZEN - 2010	7	AZEN	Poproč	Okres Rimavská Sobota	0	0.00
Poproč - SMER - 2010	7	SMER	Poproč	Okres Rimavská Sobota	7	41.17
Poproč - MOST - HÍD - 2010	7	MOST - HÍD	Poproč	Okres Rimavská Sobota	0	0.00
Potok - SRK - 2010	7	SRK	Potok	Okres Rimavská Sobota	2	5.88
Potok - Paliho Kapurková - 2010	7	Paliho Kapurková	Potok	Okres Rimavská Sobota	0	0.00
Potok - SaS - 2010	7	SaS	Potok	Okres Rimavská Sobota	4	11.76
Potok - SDĽ - 2010	7	SDĽ	Potok	Okres Rimavská Sobota	1	2.94
Potok - SMK - MKP - 2010	7	SMK - MKP	Potok	Okres Rimavská Sobota	0	0.00
Potok - ĽS - HZDS - 2010	7	ĽS - HZDS	Potok	Okres Rimavská Sobota	1	2.94
Potok - KSS - 2010	7	KSS	Potok	Okres Rimavská Sobota	3	8.82
Potok - SNS - 2010	7	SNS	Potok	Okres Rimavská Sobota	3	8.82
Potok - ND - 2010	7	ND	Potok	Okres Rimavská Sobota	0	0.00
Potok - ZRS - 2010	7	ZRS	Potok	Okres Rimavská Sobota	0	0.00
Potok - KDH - 2010	7	KDH	Potok	Okres Rimavská Sobota	0	0.00
Potok - ĽSNS - 2010	7	ĽSNS	Potok	Okres Rimavská Sobota	2	5.88
Potok - SDKÚ - DS - 2010	7	SDKÚ - DS	Potok	Okres Rimavská Sobota	2	5.88
Potok - AZEN - 2010	7	AZEN	Potok	Okres Rimavská Sobota	0	0.00
Potok - SMER - 2010	7	SMER	Potok	Okres Rimavská Sobota	16	47.05
Potok - MOST - HÍD - 2010	7	MOST - HÍD	Potok	Okres Rimavská Sobota	0	0.00
Radnovce - SRK - 2010	7	SRK	Radnovce	Okres Rimavská Sobota	1	0.28
Radnovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Radnovce	Okres Rimavská Sobota	0	0.00
Radnovce - SaS - 2010	7	SaS	Radnovce	Okres Rimavská Sobota	0	0.00
Radnovce - SDĽ - 2010	7	SDĽ	Radnovce	Okres Rimavská Sobota	0	0.00
Radnovce - SMK - MKP - 2010	7	SMK - MKP	Radnovce	Okres Rimavská Sobota	239	67.13
Radnovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Radnovce	Okres Rimavská Sobota	90	25.28
Radnovce - KSS - 2010	7	KSS	Radnovce	Okres Rimavská Sobota	3	0.84
Radnovce - SNS - 2010	7	SNS	Radnovce	Okres Rimavská Sobota	1	0.28
Radnovce - ND - 2010	7	ND	Radnovce	Okres Rimavská Sobota	0	0.00
Radnovce - ZRS - 2010	7	ZRS	Radnovce	Okres Rimavská Sobota	1	0.28
Radnovce - KDH - 2010	7	KDH	Radnovce	Okres Rimavská Sobota	0	0.00
Radnovce - ĽSNS - 2010	7	ĽSNS	Radnovce	Okres Rimavská Sobota	1	0.28
Radnovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Radnovce	Okres Rimavská Sobota	0	0.00
Radnovce - AZEN - 2010	7	AZEN	Radnovce	Okres Rimavská Sobota	0	0.00
Radnovce - SMER - 2010	7	SMER	Radnovce	Okres Rimavská Sobota	1	0.28
Radnovce - MOST - HÍD - 2010	7	MOST - HÍD	Radnovce	Okres Rimavská Sobota	14	3.93
Rakytník - SRK - 2010	7	SRK	Rakytník	Okres Rimavská Sobota	3	2.32
Rakytník - Paliho Kapurková - 2010	7	Paliho Kapurková	Rakytník	Okres Rimavská Sobota	1	0.77
Rakytník - SaS - 2010	7	SaS	Rakytník	Okres Rimavská Sobota	1	0.77
Rakytník - SDĽ - 2010	7	SDĽ	Rakytník	Okres Rimavská Sobota	0	0.00
Rakytník - SMK - MKP - 2010	7	SMK - MKP	Rakytník	Okres Rimavská Sobota	36	27.90
Rakytník - ĽS - HZDS - 2010	7	ĽS - HZDS	Rakytník	Okres Rimavská Sobota	28	21.70
Rakytník - KSS - 2010	7	KSS	Rakytník	Okres Rimavská Sobota	1	0.77
Rakytník - SNS - 2010	7	SNS	Rakytník	Okres Rimavská Sobota	3	2.32
Rakytník - ND - 2010	7	ND	Rakytník	Okres Rimavská Sobota	0	0.00
Rakytník - ZRS - 2010	7	ZRS	Rakytník	Okres Rimavská Sobota	0	0.00
Rakytník - KDH - 2010	7	KDH	Rakytník	Okres Rimavská Sobota	1	0.77
Rakytník - ĽSNS - 2010	7	ĽSNS	Rakytník	Okres Rimavská Sobota	0	0.00
Rakytník - SDKÚ - DS - 2010	7	SDKÚ - DS	Rakytník	Okres Rimavská Sobota	3	2.32
Rakytník - AZEN - 2010	7	AZEN	Rakytník	Okres Rimavská Sobota	0	0.00
Rakytník - SMER - 2010	7	SMER	Rakytník	Okres Rimavská Sobota	15	11.62
Rakytník - MOST - HÍD - 2010	7	MOST - HÍD	Rakytník	Okres Rimavská Sobota	37	28.68
Ratkovská Lehota - SRK - 2010	7	SRK	Ratkovská Lehota	Okres Rimavská Sobota	0	0.00
Ratkovská Lehota - Paliho Kapurková - 2010	7	Paliho Kapurková	Ratkovská Lehota	Okres Rimavská Sobota	0	0.00
Ratkovská Lehota - SaS - 2010	7	SaS	Ratkovská Lehota	Okres Rimavská Sobota	5	13.15
Ratkovská Lehota - SDĽ - 2010	7	SDĽ	Ratkovská Lehota	Okres Rimavská Sobota	2	5.26
Ratkovská Lehota - SMK - MKP - 2010	7	SMK - MKP	Ratkovská Lehota	Okres Rimavská Sobota	0	0.00
Ratkovská Lehota - ĽS - HZDS - 2010	7	ĽS - HZDS	Ratkovská Lehota	Okres Rimavská Sobota	1	2.63
Ratkovská Lehota - KSS - 2010	7	KSS	Ratkovská Lehota	Okres Rimavská Sobota	0	0.00
Ratkovská Lehota - SNS - 2010	7	SNS	Ratkovská Lehota	Okres Rimavská Sobota	2	5.26
Ratkovská Lehota - ND - 2010	7	ND	Ratkovská Lehota	Okres Rimavská Sobota	0	0.00
Ratkovská Lehota - ZRS - 2010	7	ZRS	Ratkovská Lehota	Okres Rimavská Sobota	0	0.00
Ratkovská Lehota - KDH - 2010	7	KDH	Ratkovská Lehota	Okres Rimavská Sobota	6	15.78
Ratkovská Lehota - ĽSNS - 2010	7	ĽSNS	Ratkovská Lehota	Okres Rimavská Sobota	4	10.52
Ratkovská Lehota - SDKÚ - DS - 2010	7	SDKÚ - DS	Ratkovská Lehota	Okres Rimavská Sobota	1	2.63
Ratkovská Lehota - AZEN - 2010	7	AZEN	Ratkovská Lehota	Okres Rimavská Sobota	1	2.63
Ratkovská Lehota - SMER - 2010	7	SMER	Ratkovská Lehota	Okres Rimavská Sobota	12	31.57
Ratkovská Lehota - MOST - HÍD - 2010	7	MOST - HÍD	Ratkovská Lehota	Okres Rimavská Sobota	2	5.26
Ratkovská Suchá - SRK - 2010	7	SRK	Ratkovská Suchá	Okres Rimavská Sobota	0	0.00
Ratkovská Suchá - Paliho Kapurková - 2010	7	Paliho Kapurková	Ratkovská Suchá	Okres Rimavská Sobota	0	0.00
Ratkovská Suchá - SaS - 2010	7	SaS	Ratkovská Suchá	Okres Rimavská Sobota	3	9.37
Ratkovská Suchá - SDĽ - 2010	7	SDĽ	Ratkovská Suchá	Okres Rimavská Sobota	1	3.12
Ratkovská Suchá - SMK - MKP - 2010	7	SMK - MKP	Ratkovská Suchá	Okres Rimavská Sobota	0	0.00
Ratkovská Suchá - ĽS - HZDS - 2010	7	ĽS - HZDS	Ratkovská Suchá	Okres Rimavská Sobota	2	6.25
Ratkovská Suchá - KSS - 2010	7	KSS	Ratkovská Suchá	Okres Rimavská Sobota	6	18.75
Ratkovská Suchá - SNS - 2010	7	SNS	Ratkovská Suchá	Okres Rimavská Sobota	0	0.00
Ratkovská Suchá - ND - 2010	7	ND	Ratkovská Suchá	Okres Rimavská Sobota	0	0.00
Ratkovská Suchá - ZRS - 2010	7	ZRS	Ratkovská Suchá	Okres Rimavská Sobota	0	0.00
