title	year	party	municipality	district	votes	share
Chanava - SDKÚ - DS - 2010	7	SDKÚ - DS	Chanava	Okres Rimavská Sobota	5	1.44
Chanava - AZEN - 2010	7	AZEN	Chanava	Okres Rimavská Sobota	1	0.28
Chanava - SMER - 2010	7	SMER	Chanava	Okres Rimavská Sobota	5	1.44
Chanava - MOST - HÍD - 2010	7	MOST - HÍD	Chanava	Okres Rimavská Sobota	145	41.90
Chrámec - SRK - 2010	7	SRK	Chrámec	Okres Rimavská Sobota	0	0.00
Chrámec - Paliho Kapurková - 2010	7	Paliho Kapurková	Chrámec	Okres Rimavská Sobota	0	0.00
Chrámec - SaS - 2010	7	SaS	Chrámec	Okres Rimavská Sobota	5	2.94
Chrámec - SDĽ - 2010	7	SDĽ	Chrámec	Okres Rimavská Sobota	0	0.00
Chrámec - SMK - MKP - 2010	7	SMK - MKP	Chrámec	Okres Rimavská Sobota	106	62.35
Chrámec - ĽS - HZDS - 2010	7	ĽS - HZDS	Chrámec	Okres Rimavská Sobota	4	2.35
Chrámec - KSS - 2010	7	KSS	Chrámec	Okres Rimavská Sobota	1	0.58
Chrámec - SNS - 2010	7	SNS	Chrámec	Okres Rimavská Sobota	1	0.58
Chrámec - ND - 2010	7	ND	Chrámec	Okres Rimavská Sobota	0	0.00
Chrámec - ZRS - 2010	7	ZRS	Chrámec	Okres Rimavská Sobota	0	0.00
Chrámec - KDH - 2010	7	KDH	Chrámec	Okres Rimavská Sobota	0	0.00
Chrámec - ĽSNS - 2010	7	ĽSNS	Chrámec	Okres Rimavská Sobota	0	0.00
Chrámec - SDKÚ - DS - 2010	7	SDKÚ - DS	Chrámec	Okres Rimavská Sobota	2	1.17
Chrámec - AZEN - 2010	7	AZEN	Chrámec	Okres Rimavská Sobota	0	0.00
Chrámec - SMER - 2010	7	SMER	Chrámec	Okres Rimavská Sobota	6	3.52
Chrámec - MOST - HÍD - 2010	7	MOST - HÍD	Chrámec	Okres Rimavská Sobota	43	25.29
Ivanice - SRK - 2010	7	SRK	Ivanice	Okres Rimavská Sobota	9	8.57
Ivanice - Paliho Kapurková - 2010	7	Paliho Kapurková	Ivanice	Okres Rimavská Sobota	0	0.00
Ivanice - SaS - 2010	7	SaS	Ivanice	Okres Rimavská Sobota	1	0.95
Ivanice - SDĽ - 2010	7	SDĽ	Ivanice	Okres Rimavská Sobota	0	0.00
Ivanice - SMK - MKP - 2010	7	SMK - MKP	Ivanice	Okres Rimavská Sobota	59	56.19
Ivanice - ĽS - HZDS - 2010	7	ĽS - HZDS	Ivanice	Okres Rimavská Sobota	1	0.95
Ivanice - KSS - 2010	7	KSS	Ivanice	Okres Rimavská Sobota	0	0.00
Ivanice - SNS - 2010	7	SNS	Ivanice	Okres Rimavská Sobota	3	2.85
Ivanice - ND - 2010	7	ND	Ivanice	Okres Rimavská Sobota	0	0.00
Ivanice - ZRS - 2010	7	ZRS	Ivanice	Okres Rimavská Sobota	0	0.00
Ivanice - KDH - 2010	7	KDH	Ivanice	Okres Rimavská Sobota	0	0.00
Ivanice - ĽSNS - 2010	7	ĽSNS	Ivanice	Okres Rimavská Sobota	0	0.00
Ivanice - SDKÚ - DS - 2010	7	SDKÚ - DS	Ivanice	Okres Rimavská Sobota	0	0.00
Ivanice - AZEN - 2010	7	AZEN	Ivanice	Okres Rimavská Sobota	0	0.00
Ivanice - SMER - 2010	7	SMER	Ivanice	Okres Rimavská Sobota	12	11.42
Ivanice - MOST - HÍD - 2010	7	MOST - HÍD	Ivanice	Okres Rimavská Sobota	17	16.19
Janice - SRK - 2010	7	SRK	Janice	Okres Rimavská Sobota	0	0.00
Janice - Paliho Kapurková - 2010	7	Paliho Kapurková	Janice	Okres Rimavská Sobota	0	0.00
Janice - SaS - 2010	7	SaS	Janice	Okres Rimavská Sobota	2	2.08
Janice - SDĽ - 2010	7	SDĽ	Janice	Okres Rimavská Sobota	0	0.00
Janice - SMK - MKP - 2010	7	SMK - MKP	Janice	Okres Rimavská Sobota	71	73.95
Janice - ĽS - HZDS - 2010	7	ĽS - HZDS	Janice	Okres Rimavská Sobota	1	1.04
Janice - KSS - 2010	7	KSS	Janice	Okres Rimavská Sobota	1	1.04
Janice - SNS - 2010	7	SNS	Janice	Okres Rimavská Sobota	3	3.12
Janice - ND - 2010	7	ND	Janice	Okres Rimavská Sobota	0	0.00
Janice - ZRS - 2010	7	ZRS	Janice	Okres Rimavská Sobota	0	0.00
Janice - KDH - 2010	7	KDH	Janice	Okres Rimavská Sobota	0	0.00
Janice - ĽSNS - 2010	7	ĽSNS	Janice	Okres Rimavská Sobota	1	1.04
Janice - SDKÚ - DS - 2010	7	SDKÚ - DS	Janice	Okres Rimavská Sobota	1	1.04
Janice - AZEN - 2010	7	AZEN	Janice	Okres Rimavská Sobota	0	0.00
Janice - SMER - 2010	7	SMER	Janice	Okres Rimavská Sobota	0	0.00
Janice - MOST - HÍD - 2010	7	MOST - HÍD	Janice	Okres Rimavská Sobota	9	9.37
Jesenské - SRK - 2010	7	SRK	Jesenské	Okres Rimavská Sobota	19	2.10
Jesenské - Paliho Kapurková - 2010	7	Paliho Kapurková	Jesenské	Okres Rimavská Sobota	2	0.22
Jesenské - SaS - 2010	7	SaS	Jesenské	Okres Rimavská Sobota	75	8.30
Jesenské - SDĽ - 2010	7	SDĽ	Jesenské	Okres Rimavská Sobota	9	0.99
Jesenské - SMK - MKP - 2010	7	SMK - MKP	Jesenské	Okres Rimavská Sobota	215	23.80
Jesenské - ĽS - HZDS - 2010	7	ĽS - HZDS	Jesenské	Okres Rimavská Sobota	113	12.51
Jesenské - KSS - 2010	7	KSS	Jesenské	Okres Rimavská Sobota	4	0.44
Jesenské - SNS - 2010	7	SNS	Jesenské	Okres Rimavská Sobota	26	2.87
Jesenské - ND - 2010	7	ND	Jesenské	Okres Rimavská Sobota	1	0.11
Jesenské - ZRS - 2010	7	ZRS	Jesenské	Okres Rimavská Sobota	1	0.11
Jesenské - KDH - 2010	7	KDH	Jesenské	Okres Rimavská Sobota	21	2.32
Jesenské - ĽSNS - 2010	7	ĽSNS	Jesenské	Okres Rimavská Sobota	11	1.21
Jesenské - SDKÚ - DS - 2010	7	SDKÚ - DS	Jesenské	Okres Rimavská Sobota	66	7.30
Jesenské - AZEN - 2010	7	AZEN	Jesenské	Okres Rimavská Sobota	0	0.00
Jesenské - SMER - 2010	7	SMER	Jesenské	Okres Rimavská Sobota	134	14.83
Jesenské - MOST - HÍD - 2010	7	MOST - HÍD	Jesenské	Okres Rimavská Sobota	193	21.37
Jestice - SRK - 2010	7	SRK	Jestice	Okres Rimavská Sobota	1	1.08
Jestice - Paliho Kapurková - 2010	7	Paliho Kapurková	Jestice	Okres Rimavská Sobota	1	1.08
Jestice - SaS - 2010	7	SaS	Jestice	Okres Rimavská Sobota	0	0.00
Jestice - SDĽ - 2010	7	SDĽ	Jestice	Okres Rimavská Sobota	0	0.00
Jestice - SMK - MKP - 2010	7	SMK - MKP	Jestice	Okres Rimavská Sobota	59	64.13
Jestice - ĽS - HZDS - 2010	7	ĽS - HZDS	Jestice	Okres Rimavská Sobota	0	0.00
Jestice - KSS - 2010	7	KSS	Jestice	Okres Rimavská Sobota	0	0.00
Jestice - SNS - 2010	7	SNS	Jestice	Okres Rimavská Sobota	0	0.00
Jestice - ND - 2010	7	ND	Jestice	Okres Rimavská Sobota	0	0.00
Jestice - ZRS - 2010	7	ZRS	Jestice	Okres Rimavská Sobota	0	0.00
Jestice - KDH - 2010	7	KDH	Jestice	Okres Rimavská Sobota	0	0.00
Jestice - ĽSNS - 2010	7	ĽSNS	Jestice	Okres Rimavská Sobota	0	0.00
Jestice - SDKÚ - DS - 2010	7	SDKÚ - DS	Jestice	Okres Rimavská Sobota	2	2.17
Jestice - AZEN - 2010	7	AZEN	Jestice	Okres Rimavská Sobota	0	0.00
Jestice - SMER - 2010	7	SMER	Jestice	Okres Rimavská Sobota	3	3.26
Jestice - MOST - HÍD - 2010	7	MOST - HÍD	Jestice	Okres Rimavská Sobota	26	28.26
Kaloša - SRK - 2010	7	SRK	Kaloša	Okres Rimavská Sobota	6	2.09
Kaloša - Paliho Kapurková - 2010	7	Paliho Kapurková	Kaloša	Okres Rimavská Sobota	0	0.00
Kaloša - SaS - 2010	7	SaS	Kaloša	Okres Rimavská Sobota	0	0.00
Kaloša - SDĽ - 2010	7	SDĽ	Kaloša	Okres Rimavská Sobota	1	0.34
Kaloša - SMK - MKP - 2010	7	SMK - MKP	Kaloša	Okres Rimavská Sobota	131	45.64
Kaloša - ĽS - HZDS - 2010	7	ĽS - HZDS	Kaloša	Okres Rimavská Sobota	66	22.99
Kaloša - KSS - 2010	7	KSS	Kaloša	Okres Rimavská Sobota	0	0.00
Kaloša - SNS - 2010	7	SNS	Kaloša	Okres Rimavská Sobota	1	0.34
Kaloša - ND - 2010	7	ND	Kaloša	Okres Rimavská Sobota	0	0.00
Kaloša - ZRS - 2010	7	ZRS	Kaloša	Okres Rimavská Sobota	0	0.00
Kaloša - KDH - 2010	7	KDH	Kaloša	Okres Rimavská Sobota	0	0.00
Kaloša - ĽSNS - 2010	7	ĽSNS	Kaloša	Okres Rimavská Sobota	2	0.69
Kaloša - SDKÚ - DS - 2010	7	SDKÚ - DS	Kaloša	Okres Rimavská Sobota	5	1.74
Kaloša - AZEN - 2010	7	AZEN	Kaloša	Okres Rimavská Sobota	0	0.00
Kaloša - SMER - 2010	7	SMER	Kaloša	Okres Rimavská Sobota	14	4.87
Kaloša - MOST - HÍD - 2010	7	MOST - HÍD	Kaloša	Okres Rimavská Sobota	54	18.81
Kesovce - SRK - 2010	7	SRK	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - SaS - 2010	7	SaS	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - SDĽ - 2010	7	SDĽ	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - SMK - MKP - 2010	7	SMK - MKP	Kesovce	Okres Rimavská Sobota	27	21.42
Kesovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Kesovce	Okres Rimavská Sobota	99	78.57
Kesovce - KSS - 2010	7	KSS	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - SNS - 2010	7	SNS	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - ND - 2010	7	ND	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - ZRS - 2010	7	ZRS	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - KDH - 2010	7	KDH	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - ĽSNS - 2010	7	ĽSNS	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - AZEN - 2010	7	AZEN	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - SMER - 2010	7	SMER	Kesovce	Okres Rimavská Sobota	0	0.00
Kesovce - MOST - HÍD - 2010	7	MOST - HÍD	Kesovce	Okres Rimavská Sobota	0	0.00
Klenovec - SRK - 2010	7	SRK	Klenovec	Okres Rimavská Sobota	11	0.80
Klenovec - Paliho Kapurková - 2010	7	Paliho Kapurková	Klenovec	Okres Rimavská Sobota	6	0.43
Klenovec - SaS - 2010	7	SaS	Klenovec	Okres Rimavská Sobota	120	8.75
Klenovec - SDĽ - 2010	7	SDĽ	Klenovec	Okres Rimavská Sobota	44	3.20
Klenovec - SMK - MKP - 2010	7	SMK - MKP	Klenovec	Okres Rimavská Sobota	1	0.07
Klenovec - ĽS - HZDS - 2010	7	ĽS - HZDS	Klenovec	Okres Rimavská Sobota	67	4.88
Klenovec - KSS - 2010	7	KSS	Klenovec	Okres Rimavská Sobota	16	1.16
Klenovec - SNS - 2010	7	SNS	Klenovec	Okres Rimavská Sobota	101	7.36
Klenovec - ND - 2010	7	ND	Klenovec	Okres Rimavská Sobota	2	0.14
Klenovec - ZRS - 2010	7	ZRS	Klenovec	Okres Rimavská Sobota	11	0.80
Klenovec - KDH - 2010	7	KDH	Klenovec	Okres Rimavská Sobota	19	1.38
Klenovec - ĽSNS - 2010	7	ĽSNS	Klenovec	Okres Rimavská Sobota	31	2.26
Klenovec - SDKÚ - DS - 2010	7	SDKÚ - DS	Klenovec	Okres Rimavská Sobota	131	9.55
Klenovec - AZEN - 2010	7	AZEN	Klenovec	Okres Rimavská Sobota	2	0.14
Klenovec - SMER - 2010	7	SMER	Klenovec	Okres Rimavská Sobota	752	54.85
Klenovec - MOST - HÍD - 2010	7	MOST - HÍD	Klenovec	Okres Rimavská Sobota	27	1.96
Kociha - SRK - 2010	7	SRK	Kociha	Okres Rimavská Sobota	3	2.91
Kociha - Paliho Kapurková - 2010	7	Paliho Kapurková	Kociha	Okres Rimavská Sobota	0	0.00
Kociha - SaS - 2010	7	SaS	Kociha	Okres Rimavská Sobota	17	16.50
Kociha - SDĽ - 2010	7	SDĽ	Kociha	Okres Rimavská Sobota	0	0.00
Kociha - SMK - MKP - 2010	7	SMK - MKP	Kociha	Okres Rimavská Sobota	0	0.00
Kociha - ĽS - HZDS - 2010	7	ĽS - HZDS	Kociha	Okres Rimavská Sobota	7	6.79
Kociha - KSS - 2010	7	KSS	Kociha	Okres Rimavská Sobota	1	0.97
Kociha - SNS - 2010	7	SNS	Kociha	Okres Rimavská Sobota	7	6.79
Kociha - ND - 2010	7	ND	Kociha	Okres Rimavská Sobota	0	0.00
Kociha - ZRS - 2010	7	ZRS	Kociha	Okres Rimavská Sobota	2	1.94
Kociha - KDH - 2010	7	KDH	Kociha	Okres Rimavská Sobota	1	0.97
Kociha - ĽSNS - 2010	7	ĽSNS	Kociha	Okres Rimavská Sobota	3	2.91
Kociha - SDKÚ - DS - 2010	7	SDKÚ - DS	Kociha	Okres Rimavská Sobota	1	0.97
Kociha - AZEN - 2010	7	AZEN	Kociha	Okres Rimavská Sobota	0	0.00
Kociha - SMER - 2010	7	SMER	Kociha	Okres Rimavská Sobota	55	53.39
Kociha - MOST - HÍD - 2010	7	MOST - HÍD	Kociha	Okres Rimavská Sobota	4	3.88
Konrádovce - SRK - 2010	7	SRK	Konrádovce	Okres Rimavská Sobota	5	3.62
Konrádovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Konrádovce	Okres Rimavská Sobota	0	0.00
Konrádovce - SaS - 2010	7	SaS	Konrádovce	Okres Rimavská Sobota	4	2.89
Konrádovce - SDĽ - 2010	7	SDĽ	Konrádovce	Okres Rimavská Sobota	4	2.89
Konrádovce - SMK - MKP - 2010	7	SMK - MKP	Konrádovce	Okres Rimavská Sobota	19	13.76
Konrádovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Konrádovce	Okres Rimavská Sobota	2	1.44
Konrádovce - KSS - 2010	7	KSS	Konrádovce	Okres Rimavská Sobota	2	1.44
Konrádovce - SNS - 2010	7	SNS	Konrádovce	Okres Rimavská Sobota	5	3.62
Konrádovce - ND - 2010	7	ND	Konrádovce	Okres Rimavská Sobota	0	0.00
Konrádovce - ZRS - 2010	7	ZRS	Konrádovce	Okres Rimavská Sobota	0	0.00
Konrádovce - KDH - 2010	7	KDH	Konrádovce	Okres Rimavská Sobota	1	0.72
Konrádovce - ĽSNS - 2010	7	ĽSNS	Konrádovce	Okres Rimavská Sobota	0	0.00
Konrádovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Konrádovce	Okres Rimavská Sobota	9	6.52
Konrádovce - AZEN - 2010	7	AZEN	Konrádovce	Okres Rimavská Sobota	0	0.00
Konrádovce - SMER - 2010	7	SMER	Konrádovce	Okres Rimavská Sobota	24	17.39
Konrádovce - MOST - HÍD - 2010	7	MOST - HÍD	Konrádovce	Okres Rimavská Sobota	61	44.20
Kraskovo - SRK - 2010	7	SRK	Kraskovo	Okres Rimavská Sobota	0	0.00
Kraskovo - Paliho Kapurková - 2010	7	Paliho Kapurková	Kraskovo	Okres Rimavská Sobota	0	0.00
Kraskovo - SaS - 2010	7	SaS	Kraskovo	Okres Rimavská Sobota	5	7.35
Kraskovo - SDĽ - 2010	7	SDĽ	Kraskovo	Okres Rimavská Sobota	1	1.47
Kraskovo - SMK - MKP - 2010	7	SMK - MKP	Kraskovo	Okres Rimavská Sobota	0	0.00
Kraskovo - ĽS - HZDS - 2010	7	ĽS - HZDS	Kraskovo	Okres Rimavská Sobota	1	1.47
Kraskovo - KSS - 2010	7	KSS	Kraskovo	Okres Rimavská Sobota	1	1.47
Kraskovo - SNS - 2010	7	SNS	Kraskovo	Okres Rimavská Sobota	5	7.35
Kraskovo - ND - 2010	7	ND	Kraskovo	Okres Rimavská Sobota	0	0.00
Kraskovo - ZRS - 2010	7	ZRS	Kraskovo	Okres Rimavská Sobota	5	7.35
Kraskovo - KDH - 2010	7	KDH	Kraskovo	Okres Rimavská Sobota	0	0.00
Kraskovo - ĽSNS - 2010	7	ĽSNS	Kraskovo	Okres Rimavská Sobota	4	5.88
Kraskovo - SDKÚ - DS - 2010	7	SDKÚ - DS	Kraskovo	Okres Rimavská Sobota	5	7.35
Kraskovo - AZEN - 2010	7	AZEN	Kraskovo	Okres Rimavská Sobota	3	4.41
Kraskovo - SMER - 2010	7	SMER	Kraskovo	Okres Rimavská Sobota	37	54.41
Kraskovo - MOST - HÍD - 2010	7	MOST - HÍD	Kraskovo	Okres Rimavská Sobota	1	1.47
Kráľ - SRK - 2010	7	SRK	Kráľ	Okres Rimavská Sobota	8	1.74
Kráľ - Paliho Kapurková - 2010	7	Paliho Kapurková	Kráľ	Okres Rimavská Sobota	0	0.00
Kráľ - SaS - 2010	7	SaS	Kráľ	Okres Rimavská Sobota	10	2.17
Kráľ - SDĽ - 2010	7	SDĽ	Kráľ	Okres Rimavská Sobota	2	0.43
Kráľ - SMK - MKP - 2010	7	SMK - MKP	Kráľ	Okres Rimavská Sobota	140	30.50
Kráľ - ĽS - HZDS - 2010	7	ĽS - HZDS	Kráľ	Okres Rimavská Sobota	94	20.47
Kráľ - KSS - 2010	7	KSS	Kráľ	Okres Rimavská Sobota	2	0.43
Kráľ - SNS - 2010	7	SNS	Kráľ	Okres Rimavská Sobota	18	3.92
Kráľ - ND - 2010	7	ND	Kráľ	Okres Rimavská Sobota	0	0.00
Kráľ - ZRS - 2010	7	ZRS	Kráľ	Okres Rimavská Sobota	0	0.00
Kráľ - KDH - 2010	7	KDH	Kráľ	Okres Rimavská Sobota	7	1.52
Kráľ - ĽSNS - 2010	7	ĽSNS	Kráľ	Okres Rimavská Sobota	6	1.30
Kráľ - SDKÚ - DS - 2010	7	SDKÚ - DS	Kráľ	Okres Rimavská Sobota	11	2.39
Kráľ - AZEN - 2010	7	AZEN	Kráľ	Okres Rimavská Sobota	0	0.00
Kráľ - SMER - 2010	7	SMER	Kráľ	Okres Rimavská Sobota	56	12.20
Kráľ - MOST - HÍD - 2010	7	MOST - HÍD	Kráľ	Okres Rimavská Sobota	100	21.78
Krokava - SRK - 2010	7	SRK	Krokava	Okres Rimavská Sobota	0	0.00
Krokava - Paliho Kapurková - 2010	7	Paliho Kapurková	Krokava	Okres Rimavská Sobota	0	0.00
Krokava - SaS - 2010	7	SaS	Krokava	Okres Rimavská Sobota	1	3.84
Krokava - SDĽ - 2010	7	SDĽ	Krokava	Okres Rimavská Sobota	0	0.00
Krokava - SMK - MKP - 2010	7	SMK - MKP	Krokava	Okres Rimavská Sobota	0	0.00
Krokava - ĽS - HZDS - 2010	7	ĽS - HZDS	Krokava	Okres Rimavská Sobota	4	15.38
Krokava - KSS - 2010	7	KSS	Krokava	Okres Rimavská Sobota	1	3.84
Krokava - SNS - 2010	7	SNS	Krokava	Okres Rimavská Sobota	9	34.61
Krokava - ND - 2010	7	ND	Krokava	Okres Rimavská Sobota	0	0.00
Krokava - ZRS - 2010	7	ZRS	Krokava	Okres Rimavská Sobota	1	3.84
Krokava - KDH - 2010	7	KDH	Krokava	Okres Rimavská Sobota	0	0.00
Krokava - ĽSNS - 2010	7	ĽSNS	Krokava	Okres Rimavská Sobota	1	3.84
Krokava - SDKÚ - DS - 2010	7	SDKÚ - DS	Krokava	Okres Rimavská Sobota	1	3.84
Krokava - AZEN - 2010	7	AZEN	Krokava	Okres Rimavská Sobota	0	0.00
Krokava - SMER - 2010	7	SMER	Krokava	Okres Rimavská Sobota	8	30.76
Krokava - MOST - HÍD - 2010	7	MOST - HÍD	Krokava	Okres Rimavská Sobota	0	0.00
Kružno - SRK - 2010	7	SRK	Kružno	Okres Rimavská Sobota	0	0.00
Kružno - Paliho Kapurková - 2010	7	Paliho Kapurková	Kružno	Okres Rimavská Sobota	1	0.52
Kružno - SaS - 2010	7	SaS	Kružno	Okres Rimavská Sobota	23	12.16
Kružno - SDĽ - 2010	7	SDĽ	Kružno	Okres Rimavská Sobota	13	6.87
Kružno - SMK - MKP - 2010	7	SMK - MKP	Kružno	Okres Rimavská Sobota	0	0.00
Kružno - ĽS - HZDS - 2010	7	ĽS - HZDS	Kružno	Okres Rimavská Sobota	2	1.05
Kružno - KSS - 2010	7	KSS	Kružno	Okres Rimavská Sobota	4	2.11
Kružno - SNS - 2010	7	SNS	Kružno	Okres Rimavská Sobota	11	5.82
Kružno - ND - 2010	7	ND	Kružno	Okres Rimavská Sobota	0	0.00
Kružno - ZRS - 2010	7	ZRS	Kružno	Okres Rimavská Sobota	4	2.11
Kružno - KDH - 2010	7	KDH	Kružno	Okres Rimavská Sobota	4	2.11
Kružno - ĽSNS - 2010	7	ĽSNS	Kružno	Okres Rimavská Sobota	2	1.05
Kružno - SDKÚ - DS - 2010	7	SDKÚ - DS	Kružno	Okres Rimavská Sobota	12	6.34
Kružno - AZEN - 2010	7	AZEN	Kružno	Okres Rimavská Sobota	0	0.00
Kružno - SMER - 2010	7	SMER	Kružno	Okres Rimavská Sobota	102	53.96
Kružno - MOST - HÍD - 2010	7	MOST - HÍD	Kružno	Okres Rimavská Sobota	5	2.64
Kyjatice - SRK - 2010	7	SRK	Kyjatice	Okres Rimavská Sobota	0	0.00
Kyjatice - Paliho Kapurková - 2010	7	Paliho Kapurková	Kyjatice	Okres Rimavská Sobota	0	0.00
Kyjatice - SaS - 2010	7	SaS	Kyjatice	Okres Rimavská Sobota	2	4.54
Kyjatice - SDĽ - 2010	7	SDĽ	Kyjatice	Okres Rimavská Sobota	1	2.27
Kyjatice - SMK - MKP - 2010	7	SMK - MKP	Kyjatice	Okres Rimavská Sobota	0	0.00
Kyjatice - ĽS - HZDS - 2010	7	ĽS - HZDS	Kyjatice	Okres Rimavská Sobota	3	6.81
Kyjatice - KSS - 2010	7	KSS	Kyjatice	Okres Rimavská Sobota	0	0.00
Kyjatice - SNS - 2010	7	SNS	Kyjatice	Okres Rimavská Sobota	4	9.09
Kyjatice - ND - 2010	7	ND	Kyjatice	Okres Rimavská Sobota	0	0.00
Kyjatice - ZRS - 2010	7	ZRS	Kyjatice	Okres Rimavská Sobota	2	4.54
Kyjatice - KDH - 2010	7	KDH	Kyjatice	Okres Rimavská Sobota	0	0.00
Kyjatice - ĽSNS - 2010	7	ĽSNS	Kyjatice	Okres Rimavská Sobota	0	0.00
Kyjatice - SDKÚ - DS - 2010	7	SDKÚ - DS	Kyjatice	Okres Rimavská Sobota	2	4.54
Kyjatice - AZEN - 2010	7	AZEN	Kyjatice	Okres Rimavská Sobota	0	0.00
Kyjatice - SMER - 2010	7	SMER	Kyjatice	Okres Rimavská Sobota	29	65.90
Kyjatice - MOST - HÍD - 2010	7	MOST - HÍD	Kyjatice	Okres Rimavská Sobota	1	2.27
Lehota nad Rimavicou - SRK - 2010	7	SRK	Lehota nad Rimavicou	Okres Rimavská Sobota	0	0.00
Lehota nad Rimavicou - Paliho Kapurková - 2010	7	Paliho Kapurková	Lehota nad Rimavicou	Okres Rimavská Sobota	0	0.00
Lehota nad Rimavicou - SaS - 2010	7	SaS	Lehota nad Rimavicou	Okres Rimavská Sobota	19	12.25
Lehota nad Rimavicou - SDĽ - 2010	7	SDĽ	Lehota nad Rimavicou	Okres Rimavská Sobota	9	5.80
Lehota nad Rimavicou - SMK - MKP - 2010	7	SMK - MKP	Lehota nad Rimavicou	Okres Rimavská Sobota	0	0.00
Lehota nad Rimavicou - ĽS - HZDS - 2010	7	ĽS - HZDS	Lehota nad Rimavicou	Okres Rimavská Sobota	6	3.87
Lehota nad Rimavicou - KSS - 2010	7	KSS	Lehota nad Rimavicou	Okres Rimavská Sobota	2	1.29
Lehota nad Rimavicou - SNS - 2010	7	SNS	Lehota nad Rimavicou	Okres Rimavská Sobota	11	7.09
Lehota nad Rimavicou - ND - 2010	7	ND	Lehota nad Rimavicou	Okres Rimavská Sobota	0	0.00
Lehota nad Rimavicou - ZRS - 2010	7	ZRS	Lehota nad Rimavicou	Okres Rimavská Sobota	0	0.00
Lehota nad Rimavicou - KDH - 2010	7	KDH	Lehota nad Rimavicou	Okres Rimavská Sobota	7	4.51
Lehota nad Rimavicou - ĽSNS - 2010	7	ĽSNS	Lehota nad Rimavicou	Okres Rimavská Sobota	5	3.22
Lehota nad Rimavicou - SDKÚ - DS - 2010	7	SDKÚ - DS	Lehota nad Rimavicou	Okres Rimavská Sobota	14	9.03
Lehota nad Rimavicou - AZEN - 2010	7	AZEN	Lehota nad Rimavicou	Okres Rimavská Sobota	1	0.64
Lehota nad Rimavicou - SMER - 2010	7	SMER	Lehota nad Rimavicou	Okres Rimavská Sobota	74	47.74
Lehota nad Rimavicou - MOST - HÍD - 2010	7	MOST - HÍD	Lehota nad Rimavicou	Okres Rimavská Sobota	2	1.29
Lenartovce - SRK - 2010	7	SRK	Lenartovce	Okres Rimavská Sobota	8	2.82
Lenartovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Lenartovce	Okres Rimavská Sobota	0	0.00
Lenartovce - SaS - 2010	7	SaS	Lenartovce	Okres Rimavská Sobota	2	0.70
Lenartovce - SDĽ - 2010	7	SDĽ	Lenartovce	Okres Rimavská Sobota	1	0.35
Lenartovce - SMK - MKP - 2010	7	SMK - MKP	Lenartovce	Okres Rimavská Sobota	70	24.73
Lenartovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Lenartovce	Okres Rimavská Sobota	91	32.15
Lenartovce - KSS - 2010	7	KSS	Lenartovce	Okres Rimavská Sobota	2	0.70
Lenartovce - SNS - 2010	7	SNS	Lenartovce	Okres Rimavská Sobota	0	0.00
Lenartovce - ND - 2010	7	ND	Lenartovce	Okres Rimavská Sobota	0	0.00
Lenartovce - ZRS - 2010	7	ZRS	Lenartovce	Okres Rimavská Sobota	0	0.00
Lenartovce - KDH - 2010	7	KDH	Lenartovce	Okres Rimavská Sobota	1	0.35
Lenartovce - ĽSNS - 2010	7	ĽSNS	Lenartovce	Okres Rimavská Sobota	1	0.35
Lenartovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Lenartovce	Okres Rimavská Sobota	1	0.35
Lenartovce - AZEN - 2010	7	AZEN	Lenartovce	Okres Rimavská Sobota	0	0.00
Lenartovce - SMER - 2010	7	SMER	Lenartovce	Okres Rimavská Sobota	2	0.70
Lenartovce - MOST - HÍD - 2010	7	MOST - HÍD	Lenartovce	Okres Rimavská Sobota	103	36.39
Lenka - SRK - 2010	7	SRK	Lenka	Okres Rimavská Sobota	0	0.00
Lenka - Paliho Kapurková - 2010	7	Paliho Kapurková	Lenka	Okres Rimavská Sobota	0	0.00
Lenka - SaS - 2010	7	SaS	Lenka	Okres Rimavská Sobota	2	1.49
Lenka - SDĽ - 2010	7	SDĽ	Lenka	Okres Rimavská Sobota	6	4.47
Lenka - SMK - MKP - 2010	7	SMK - MKP	Lenka	Okres Rimavská Sobota	37	27.61
